input,output
어선 태용호 동해영해 5~10톤미만 5월 12-16시,추진축계손상
어선 성진호 남해영해 5~10톤미만 5월 16-20시,부유물감김
어선 제2신명호 남해영해 5~10톤미만 5월 20-24시,기관손상
어선 제707해풍호 서해영해 5~10톤미만 5월 8-12시,안전사고
예인선 2001형제호 서해영해 50~100톤미만 6월 16-20시,안전사고
어선 도배호 남해영해 5~10톤미만 5월 20-24시,추진축계손상
어선 명성호 기타개항 5~10톤미만 5월 12-16시,충돌
어선 동원호 동해영해 5~10톤미만 5월 4-8시,충돌
어선 은하호 동해영해 5~10톤미만 5월 12-16시,기관손상
예인선 에이치제이호 부산항 및 진입수로 50~100톤미만 4월 4-8시,접촉
유조선 동운호 부산항 및 진입수로 50~100톤미만 5월 20-24시,해양오염
어선 다온호 남해영해 5~10톤미만 5월 4-8시,운항저해
어선 미경3호 서해영해 5~10톤미만 5월 4-8시,기관손상
어선 광명호 남해영해 5~10톤미만 5월 12-16시,좌초
어선 강영호 남해공해 5~10톤미만 5월 12-16시,기관손상
어선 유성호 동해공해 5~10톤미만 5월 20-24시,추진축계손상
예인선 희진호 남해영해 50~100톤미만 5월 8-12시,충돌
예인선 희진호 동해영해 50~100톤미만 5월 12-16시,침수
어선 해신호 서해영해 5~10톤미만 5월 20-24시,좌초
어선 씨앤피대물2호 남해영해 5~10톤미만 5월 4-8시,접촉
어선 금수호 서해영해 5~10톤미만 5월 4-8시,화재 · 폭발
어선 대영호 남해영해 5~10톤미만 5월 8-12시,기관손상
어선 제301혜수호 남해영해 5~10톤미만 6월 0-4시,기관손상
어선 청산호 남해영해 5~10톤미만 6월 16-20시,충돌
예인선 희진호 남해영해 50~100톤미만 12월 20-24시,부유물감김
예인선 강남티-13호 남해영해 50~100톤미만 10월 8-12시,접촉
예인선 강남티-13호 부산항 및 진입수로 50~100톤미만 12월 16-20시,충돌
어선 제우스호 서해영해 5~10톤미만 6월 16-20시,기관손상
어선 대성호 남해영해 5~10톤미만 6월 16-20시,기관손상
어선 씨울프호 남해영해 5~10톤미만 6월 12-16시,추진축계손상
어선 달마3호 남해영해 5~10톤미만 6월 12-16시,화재 · 폭발
어선 진진3호 동해영해 5~10톤미만 6월 0-4시,추진축계손상
어선 백봉호 동해영해 5~10톤미만 6월 16-20시,기관손상
"어선 뉴용진호 삼천포, 통영항, 통영해만, 견내량수로 5~10톤미만 6월 4-8시",조타장치손상
어선 온누리호 남해영해 5~10톤미만 6월 16-20시,부유물감김
예인선 303고려호 서해영해 50~100톤미만 9월 0-4시,침몰
기타선 서해103호 서해영해 50~100톤미만 2월 12-16시,기관손상
예인선 303고려호 남해영해 50~100톤미만 3월 4-8시,안전사고
예인선 금오6호 남해영해 50~100톤미만 3월 12-16시,운항저해
유조선 제1진영호 남해영해 50~100톤미만 1월 8-12시,기관손상
"어선 샤이니호 장항항,군산항 및 진입수로 5~10톤미만 6월 16-20시",기관손상
어선 골드스타2호 남해영해 5~10톤미만 6월 4-8시,부유물감김
어선 현대호 남해영해 5~10톤미만 6월 4-8시,기관손상
예인선 303고려호 서해영해 50~100톤미만 12월 16-20시,조타장치손상
어선 경복호 남해영해 5~10톤미만 6월 8-12시,안전사고
어선 명천호 남해영해 5~10톤미만 6월 20-24시,충돌
어선 507신흥호 남해영해 5~10톤미만 6월 4-8시,충돌
어선 연산호 동해공해 5~10톤미만 6월 12-16시,부유물감김
"어선 동양호 삼천포, 통영항, 통영해만, 견내량수로 5~10톤미만 6월 8-12시",기관손상
어선 뉴태공호 남해영해 5~10톤미만 6월 8-12시,충돌
"기타선 울산109호 삼천포, 통영항, 통영해만, 견내량수로 50~100톤미만 12월 12-16시",침수
예인선 연인101호 남해영해 50~100톤미만 11월 16-20시,안전사고
"유조선 제7경일호 여수항, 광양항 및 진입수로 50~100톤미만 5월 16-20시",해양오염
"어선 제3수양호 울산항(미포만포함), 포항항 5~10톤미만 6월 20-24시",화재 · 폭발
어선 뉴태공호 남해영해 5~10톤미만 6월 12-16시,안전사고
어선 두미도리조트1호 남해영해 5~10톤미만 6월 12-16시,기관손상
화물선 보령3호 서해영해 50~100톤미만 10월 8-12시,좌초
여객선 보령3호 기타개항 50~100톤미만 9월 4-8시,운항저해
어선 바다이야기호 서해영해 5~10톤미만 6월 12-16시,기관손상
"기타선 메이퀸호 여수항, 광양항 및 진입수로 50~100톤미만 8월 16-20시",침수
예인선 305해성호 서해영해 50~100톤미만 11월 12-16시,해양오염
예인선 강남T-9 남해영해 50~100톤미만 12월 20-24시,침몰
어선 뉴나드리호 남해영해 5~10톤미만 6월 16-20시,부유물감김
기타선 여명1호 남해영해 50~100톤미만 5월 12-16시,좌초
어선 7나라호 남해영해 5~10톤미만 6월 4-8시,추진축계손상
기타선 크린3호 서해영해 50~100톤미만 7월 16-20시,침수
기타선 207동성호 남해영해 50~100톤미만 9월 8-12시,해양오염
유조선 해양호 남해영해 50~100톤미만 10월 8-12시,해양오염
어선 매일호 남해영해 5~10톤미만 6월 12-16시,충돌
어선 대성호 서해공해 5~10톤미만 6월 16-20시,기관손상
예인선 153강성호 남해영해 50~100톤미만 5월 20-24시,기타
예인선 제153강성호 남해영해 50~100톤미만 5월 8-12시,해양오염
예인선 153강성호 서해영해 50~100톤미만 1월 0-4시,해양오염
기타선 제5동화호 동해영해 50~100톤미만 5월 12-16시,기관손상
어선 성진호 남해영해 5~10톤미만 6월 4-8시,부유물감김
어선 베스트2호 서해영해 5~10톤미만 6월 4-8시,기관손상
어선 우성호 서해영해 5~10톤미만 6월 20-24시,안전사고
어선 보아스호 부산항 및 진입수로 5~10톤미만 6월 12-16시,화재 · 폭발
어선 제3명성호 동해공해 5~10톤미만 7월 4-8시,추진축계손상
어선 88화수호 남해영해 5~10톤미만 7월 12-16시,부유물감김
여객선 코스모스호 서해영해 50~100톤미만 6월 12-16시,충돌
"예인선 3003삼양호 울산항(미포만포함), 포항항 50~100톤미만 8월 12-16시",기관손상
어선 조영호 서해영해 5~10톤미만 7월 4-8시,안전사고
예인선 삼양13호 부산항 및 진입수로 50~100톤미만 3월 0-4시,충돌
"기타선 해양누리호 제주항, 서귀포항 50~100톤미만 6월 4-8시",충돌
수상레저기구 롱 레인져(LONG RANGER) 동해공해 50~100톤미만 10월 20-24시,충돌
기타선 거원6호 인천항 및 진입수로 50~100톤미만 1월 4-8시,침수
예인선 5001형제호 서해영해 50~100톤미만 5월 0-4시,충돌
어선 동진호 동해공해 5~10톤미만 7월 4-8시,부유물감김
어선 세종호 서해영해 5~10톤미만 7월 8-12시,충돌
어선 경영호 서해영해 5~10톤미만 7월 8-12시,충돌
예인선 5001창일호 목포항 및 진입수로 50~100톤미만 10월 20-24시,화재 · 폭발
예인선 5001창일호 동해영해 50~100톤미만 7월 12-16시,좌초
예인선 102에이치제이호 남해영해 50~100톤미만 5월 0-4시,조타장치손상
예인선 연성101호 서해영해 50~100톤미만 10월 8-12시,운항저해
어선 해성호 남해영해 5~10톤미만 7월 8-12시,충돌
예인선 101경원호 인천항 및 진입수로 50~100톤미만 3월 8-12시,해양오염
어선 동성호 남해영해 5~10톤미만 7월 16-20시,충돌
어선 왕돌포세이돈호 남해영해 5~10톤미만 7월 0-4시,부유물감김
예인선 101경원호  서해영해 50~100톤미만 12월 16-20시,조타장치손상
어선 바다2호 남해영해 5~10톤미만 7월 8-12시,좌초
화물선 성우피-2호 남해영해 50~100톤미만 3월 20-24시,부유물감김
예인선 영인105호 서해영해 50~100톤미만 9월 20-24시,기관손상
기타선 3신정호 부산항 및 진입수로 50~100톤미만 5월 0-4시,충돌
어선 107광성호 서해영해 5~10톤미만 7월 16-20시,안전사고
어선 제2백승호 남해영해 5~10톤미만 7월 0-4시,기관손상
어선 썬스타호 인천항 및 진입수로 5~10톤미만 7월 16-20시,기관손상
어선 대경호 서해영해 5~10톤미만 7월 0-4시,기관손상
어선 하나호 남해영해 5~10톤미만 7월 12-16시,부유물감김
예인선 303대진호 남해영해 50~100톤미만 12월 16-20시,부유물감김
어선 2동명호 동해공해 5~10톤미만 7월 12-16시,기관손상
어선 205만길호 서해영해 5~10톤미만 7월 20-24시,기관손상
어선 부림호 서해영해 5~10톤미만 7월 0-4시,기관손상
어선 태풍호 서해영해 5~10톤미만 7월 4-8시,충돌
예인선 제3삼양호  동해공해 50~100톤미만 7월 20-24시,추진축계손상
어선 넘버원호 서해영해 5~10톤미만 7월 12-16시,조타장치손상
화물선 은혜페리1호 서해영해 50~100톤미만 2월 16-20시,좌초
"예인선 천부1호 울산항(미포만포함), 포항항 50~100톤미만 4월 12-16시",기관손상
예인선 제202삼성호 남해영해 50~100톤미만 10월 16-20시,접촉
어선 뉴패밀리호 서해영해 5~10톤미만 7월 12-16시,충돌
어선 캡틴호 서해영해 5~10톤미만 7월 16-20시,기관손상
예인선 삼양505호 남해영해 50~100톤미만 1월 16-20시,기관손상
어선 빅토리호 남해영해 5~10톤미만 7월 4-8시,조타장치손상
어선 동성호 남해영해 5~10톤미만 7월 4-8시,부유물감김
어선 제707경덕호 남해영해 5~10톤미만 7월 8-12시,안전사고
어선 남해호 남해영해 5~10톤미만 7월 4-8시,좌초
어선 제78피싱2호 남해영해 5~10톤미만 7월 4-8시,기관손상
어선 강동호 서해영해 2~3톤미만 3월 4-8시,충돌
화물선 은혜페리호 서해영해 50~100톤미만 3월 8-12시,조타장치손상
어선 짱구호 남해영해 5~10톤미만 7월 4-8시,좌초
어선 제2만영호 남해영해 5~10톤미만 7월 4-8시,기관손상
어선 황금호 서해영해 5~10톤미만 7월 16-20시,충돌
예인선 107한성호 서해영해 50~100톤미만 5월 0-4시,부유물감김
어선 2017유승호 서해영해 5~10톤미만 7월 4-8시,안전사고
어선 동백호 남해영해 5~10톤미만 7월 4-8시,충돌
어선 300형빈호 남해영해 5~10톤미만 7월 4-8시,충돌
어선 제3문성호 서해영해 5~10톤미만 7월 4-8시,안전사고
어선 하나호 부산항 및 진입수로 5~10톤미만 7월 16-20시,부유물감김
어선 3천호 서해영해 5~10톤미만 7월 0-4시,안전사고
어선 레전드2호 남해영해 5~10톤미만 7월 4-8시,화재 · 폭발
어선 동진호 서해영해 5~10톤미만 7월 12-16시,안전사고
어선 금영호 서해영해 3~5톤미만 3월 4-8시,충돌
어선 청옥도11128호 기타 1~2톤미만 4월 8-12시,충돌
어선 오리온호 서해영해 5~10톤미만 8월 4-8시,기관손상
"어선 오케이피싱호 장항항,군산항 및 진입수로 5~10톤미만 8월 4-8시",운항저해
어선 루키나호 서해영해 5~10톤미만 8월 8-12시,조타장치손상
어선 제3은성호 남해영해 5~10톤미만 8월 0-4시,충돌
어선 55기성호 동해영해 5~10톤미만 8월 4-8시,충돌
어선 365성훈호 서해영해 5~10톤미만 8월 0-4시,추진축계손상
어선 가거피싱호 서해영해 5~10톤미만 8월 12-16시,기관손상
기타선 인성2호 인천항 및 진입수로 50~100톤미만 1월 20-24시,화재 · 폭발
어선 덕성호 동해영해 5~10톤미만 8월 8-12시,기관손상
기타선 인성2호 남해영해 50~100톤미만 2월 20-24시,침수
어선 부라보호 서해영해 5~10톤미만 8월 16-20시,기관손상
어선 제317해광호 기타 25~30톤미만 4월 8-12시,충돌
어선 일룡호 남해영해 5~10톤미만 8월 12-16시,기관손상
어선 제우스호 남해공해 5~10톤미만 8월 4-8시,운항저해
화물선 1하나호 남해영해 50~100톤미만 7월 8-12시,기관손상
어선 체리피싱호 남해영해 5~10톤미만 8월 4-8시,기관손상
어선 방주1호 서해영해 5~10톤미만 8월 16-20시,추진축계손상
어선 다성호 남해영해 5~10톤미만 8월 8-12시,추진축계손상
어선 포르투나1호 남해영해 5~10톤미만 8월 16-20시,기관손상
어선 봉진호 남해영해 5~10톤미만 8월 16-20시,기관손상
어선 명랑피싱호 남해영해 5~10톤미만 8월 4-8시,기관손상
어선 삼성호 동해공해 5~10톤미만 8월 12-16시,안전사고
어선 301광명호 서해영해 5~10톤미만 8월 0-4시,침수
예인선 디베랴1호 남해영해 50~100톤미만 10월 12-16시,충돌
기타선 디베랴1호 남해공해 50~100톤미만 6월 0-4시,조타장치손상
화물선 덕일5호 남해영해 50~100톤미만 1월 8-12시,운항저해
어선 형제호 서해영해 5~10톤미만 8월 16-20시,조타장치손상
어선 선진호 동해공해 5~10톤미만 8월 4-8시,충돌
어선 제3광명호 서해영해 5~10톤미만 8월 4-8시,안전사고
화물선 은혜페리2호 서해영해 50~100톤미만 7월 4-8시,기관손상
화물선 해국페리1호 남해영해 50~100톤미만 7월 12-16시,부유물감김
어선 해동호 서해영해 5~10톤미만 4월 4-8시,충돌
여객선 풍진훼리11호 남해영해 50~100톤미만 1월 16-20시,부유물감김
예인선 해영2400호 남해영해 50~100톤미만 1월 16-20시,충돌
어선 베스트호 남해영해 5~10톤미만 8월 8-12시,조타장치손상
유조선 고려1호 남해영해 50~100톤미만 7월 8-12시,조타장치손상
어선 용신호 서해영해 5~10톤미만 8월 4-8시,기관손상
어선 아폴로호 서해영해 5~10톤미만 8월 4-8시,좌초
어선 뉴명성호 남해영해 5~10톤미만 8월 4-8시,충돌
화물선 에버리거시 부산항 및 진입수로 50~100톤미만 8월 12-16시,해양오염
어선 명진호 남해공해 5~10톤미만 8월 16-20시,기관손상
예인선 흥우2007호 부산항 및 진입수로 50~100톤미만 3월 8-12시,충돌
어선 풍한호 동해공해 5~10톤미만 8월 16-20시,추진축계손상
어선 만경호 동해공해 5~10톤미만 8월 8-12시,전복
예인선 301삼양호 남해영해 50~100톤미만 4월 16-20시,기관손상
"예인선 장유호 마산항, 진해항, 진해만(가덕수로) 50~100톤미만 10월 8-12시",해양오염
어선 우리호 서해영해 5~10톤미만 8월 16-20시,안전사고
